id,date,country,cost_center,category,description,amount_usd,approved
1554,2025-07-26,Colombia,CC-003,Marketing,Envisioneer b2b deliverables,9303.98,True
2319,2025-07-26,Mexico,CC-006,Consulting,Drive rich functionalities,1601.99,True
949,2025-07-26,Colombia,CC-002,Training,Grow seamless action-items,6041.41,True
893,2025-07-26,Peru,CC-003,Infrastructure,Integrate plug-and-play web-readiness,36623.67,False
636,2025-07-26,Peru,CC-005,Infrastructure,Maximize vertical vortals,29294.4,True
834,2025-07-27,Peru,CC-005,Marketing,Matrix clicks-and-mortar relationships,8781.13,True
129,2025-07-27,Brazil,CC-014,Infrastructure,Reinvent enterprise synergies,18644.22,False
13,2025-07-27,Chile,CC-014,Travel,Cultivate collaborative action-items,8726.8,True
1551,2025-07-27,Peru,CC-012,Marketing,Enable magnetic roi,3588.84,True
1248,2025-07-28,Argentina,CC-013,IT,Seize next-generation e-services,5563.58,True
1004,2025-07-28,Argentina,CC-005,Consulting,Implement cross-platform synergies,3239.4,True
802,2025-07-28,Brazil,CC-010,Consulting,Enhance out-of-the-box platforms,2516.85,True
120,2025-07-28,Colombia,CC-004,Infrastructure,Facilitate cutting-edge deliverables,9542.57,True
441,2025-07-29,Mexico,CC-009,Marketing,Generate cross-platform eyeballs,5664.37,False
2338,2025-07-29,Brazil,CC-007,Marketing,Synergize cutting-edge interfaces,8759.23,False
1287,2025-07-30,Colombia,CC-005,Training,Seize scalable architectures,8660.62,True
337,2025-07-30,Chile,CC-004,Marketing,Drive interactive vortals,2786.31,True
168,2025-07-31,Colombia,CC-011,Travel,Streamline customized niches,6277.79,True
1475,2025-07-31,Mexico,CC-013,Consulting,Facilitate cross-platform applications,5417.57,True
2401,2025-07-31,Mexico,CC-013,IT,Whiteboard turn-key web services,28468.32,False
81,2025-07-31,Chile,CC-011,IT,Target wireless niches,27008.2,True
183,2025-08-02,Chile,CC-008,Training,Cultivate efficient platforms,5951.84,True
648,2025-08-02,Colombia,CC-012,Training,Scale web-enabled applications,7798.26,True
1977,2025-08-03,Peru,CC-010,Infrastructure,Transition best-of-breed schemas,20167.74,True
1431,2025-08-03,Brazil,CC-008,Travel,Mesh bricks-and-clicks e-tailers,7672.05,True
1734,2025-08-03,Chile,CC-013,Training,Mesh innovative niches,7572.03,False
1553,2025-08-03,Brazil,CC-006,IT,Innovate b2c e-markets,21599.63,False
487,2025-08-03,Mexico,CC-003,IT,Morph 24/365 networks,11731.24,False
1434,2025-08-04,Brazil,CC-014,Consulting,Aggregate revolutionary info-mediaries,6578.79,True
2310,2025-08-04,Argentina,CC-010,Infrastructure,Monetize out-of-the-box e-business,11491.52,True
1886,2025-08-05,Brazil,CC-006,IT,Brand clicks-and-mortar web-readiness,10996.93,True
1533,2025-08-06,Colombia,CC-007,Infrastructure,Cultivate intuitive applications,34675.55,True
1310,2025-08-06,Colombia,CC-008,Training,Visualize sticky vortals,1419.43,True
1726,2025-08-06,Colombia,CC-013,Consulting,Seize seamless mindshare,1896.81,False
924,2025-08-06,Chile,CC-005,Consulting,Benchmark end-to-end methodologies,9679.62,False
2488,2025-08-06,Argentina,CC-001,Infrastructure,Iterate impactful mindshare,29588.6,True
2272,2025-08-06,Brazil,CC-011,Training,Architect b2b portals,7289.96,True
2414,2025-08-06,Argentina,CC-001,Training,Matrix customized methodologies,1460.09,True
1512,2025-08-07,Colombia,CC-009,Training,Brand cross-media convergence,9784.1,True
323,2025-08-07,Colombia,CC-013,Training,Redefine 24/7 info-mediaries,6077.98,True
895,2025-08-07,Brazil,CC-001,Marketing,Optimize seamless e-tailers,6963.77,True
597,2025-08-07,Mexico,CC-006,Travel,Visualize web-enabled applications,8158.34,True
2465,2025-08-07,Mexico,CC-007,Training,Revolutionize leading-edge methodologies,2986.58,True
1334,2025-08-07,Chile,CC-003,Marketing,Orchestrate bricks-and-clicks action-items,6519.07,True
27,2025-08-08,Mexico,CC-009,Consulting,Target clicks-and-mortar info-mediaries,5856.21,True
614,2025-08-09,Colombia,CC-004,Travel,Integrate back-end web-readiness,7401.67,True
1508,2025-08-09,Argentina,CC-011,Infrastructure,Grow front-end infrastructures,27364.36,True
2096,2025-08-09,Brazil,CC-001,Consulting,Morph ubiquitous bandwidth,9941.58,True
1945,2025-08-10,Colombia,CC-013,Consulting,Mesh extensible schemas,4798.78,False
2099,2025-08-10,Peru,CC-011,IT,Seize ubiquitous e-tailers,34950.29,False
1422,2025-08-10,Colombia,CC-012,Infrastructure,Incentivize cutting-edge info-mediaries,10803.1,False
922,2025-08-11,Brazil,CC-010,Consulting,Transform impactful paradigms,6986.19,True
33,2025-08-11,Argentina,CC-015,Training,Drive out-of-the-box mindshare,9590.8,True
1981,2025-08-11,Mexico,CC-010,Consulting,Productize distributed mindshare,5249.8,True
778,2025-08-11,Peru,CC-011,Travel,Expedite proactive models,4995.65,True
63,2025-08-12,Peru,CC-006,Training,Iterate integrated experiences,6174.0,True
249,2025-08-12,Peru,CC-002,Marketing,Monetize wireless e-markets,6913.31,True
475,2025-08-13,Argentina,CC-004,Training,Facilitate user-centric eyeballs,5318.58,True
1343,2025-08-13,Mexico,CC-010,Travel,Deploy front-end niches,7232.48,False
1802,2025-08-13,Chile,CC-013,Marketing,Innovate intuitive action-items,3703.91,True
1598,2025-08-13,Colombia,CC-008,Marketing,Strategize holistic bandwidth,8705.29,False
549,2025-08-13,Brazil,CC-011,Training,Empower intuitive e-tailers,8355.78,False
2123,2025-08-14,Peru,CC-003,Marketing,Generate plug-and-play action-items,5226.29,True
2352,2025-08-14,Colombia,CC-004,Consulting,Innovate bricks-and-clicks info-mediaries,3078.1,True
161,2025-08-14,Argentina,CC-005,IT,Extend mission-critical users,28873.95,True
2176,2025-08-15,Chile,CC-012,Consulting,Aggregate 24/365 supply-chains,5781.23,True
86,2025-08-15,Chile,CC-002,IT,Brand 24/365 convergence,30483.36,False
421,2025-08-15,Peru,CC-014,Marketing,Utilize turn-key applications,7660.96,True
1102,2025-08-15,Peru,CC-010,Marketing,Repurpose proactive metrics,4911.99,False
2417,2025-08-15,Chile,CC-002,Marketing,Implement dot-com technologies,5437.86,True
1891,2025-08-16,Mexico,CC-002,Training,Streamline revolutionary web-readiness,5059.06,False
1958,2025-08-16,Peru,CC-002,Consulting,Optimize value-added web services,4197.8,True
2225,2025-08-16,Colombia,CC-008,IT,Transition rich e-services,12824.68,True
1351,2025-08-17,Argentina,CC-015,Marketing,Generate user-centric e-business,1749.21,True
2475,2025-08-17,Mexico,CC-007,Training,Mesh viral bandwidth,5543.82,True
62,2025-08-17,Mexico,CC-002,Training,Harness collaborative deliverables,1549.73,False
216,2025-08-17,Mexico,CC-002,Infrastructure,Transform user-centric networks,17616.95,True
1844,2025-08-17,Chile,CC-009,Travel,Implement enterprise methodologies,4001.36,False
1980,2025-08-17,Brazil,CC-004,Consulting,Deliver sticky functionalities,6522.67,True
887,2025-08-18,Chile,CC-007,Marketing,Benchmark front-end systems,2809.25,False
28,2025-08-18,Peru,CC-015,Infrastructure,Syndicate enterprise metrics,8280.21,True
797,2025-08-18,Argentina,CC-002,IT,Re-intermediate one-to-one deliverables,5908.3,False
936,2025-08-18,Chile,CC-014,Consulting,Target impactful architectures,2101.82,True
291,2025-08-19,Brazil,CC-001,IT,Seize 24/365 schemas,28951.98,True
1673,2025-08-19,Brazil,CC-012,Consulting,Implement user-centric communities,2944.74,True
482,2025-08-20,Chile,CC-010,Marketing,Benchmark compelling channels,6325.65,True
1065,2025-08-20,Argentina,CC-008,Marketing,Engage interactive applications,9658.9,False
933,2025-08-20,Argentina,CC-004,Travel,Unleash plug-and-play technologies,7098.24,True
2093,2025-08-20,Argentina,CC-005,Consulting,Utilize global interfaces,8212.02,False
76,2025-08-20,Brazil,CC-003,Travel,Syndicate holistic metrics,4135.3,True
1577,2025-08-21,Colombia,CC-009,Marketing,Seize magnetic users,7401.63,True
1636,2025-08-21,Colombia,CC-004,Infrastructure,Synergize customized architectures,34386.64,True
1574,2025-08-21,Colombia,CC-003,Infrastructure,Generate front-end markets,36105.68,True
357,2025-08-21,Mexico,CC-001,Travel,Benchmark mission-critical experiences,9171.55,True
194,2025-08-21,Colombia,CC-006,Travel,Monetize best-of-breed users,2850.73,False
2120,2025-08-21,Chile,CC-009,Consulting,Morph cross-platform platforms,4641.36,True
717,2025-08-21,Brazil,CC-007,Training,Envisioneer 24/7 e-tailers,6196.82,True
1544,2025-08-21,Chile,CC-001,Training,Exploit open-source eyeballs,7650.02,True
491,2025-08-22,Mexico,CC-006,Consulting,Harness web-enabled roi,5847.92,True
536,2025-08-22,Argentina,CC-001,Marketing,Morph value-added systems,3953.71,True
209,2025-08-22,Argentina,CC-007,Infrastructure,Redefine web-enabled systems,12380.58,True
2069,2025-08-22,Argentina,CC-002,Consulting,Integrate seamless markets,2801.46,False
818,2025-08-23,Argentina,CC-015,Travel,Deliver clicks-and-mortar solutions,5216.75,True
1735,2025-08-23,Mexico,CC-015,Marketing,Drive holistic communities,4203.74,True
2302,2025-08-23,Brazil,CC-014,Travel,Re-contextualize enterprise paradigms,6208.81,False
916,2025-08-24,Peru,CC-007,Marketing,Enable ubiquitous convergence,2148.34,True
1221,2025-08-24,Brazil,CC-001,Consulting,Brand rich action-items,6961.87,True
2177,2025-08-24,Chile,CC-005,Infrastructure,Whiteboard end-to-end web services,32811.41,False
510,2025-08-24,Brazil,CC-013,Infrastructure,Evolve intuitive niches,18334.94,True
121,2025-08-24,Colombia,CC-008,Consulting,Drive holistic systems,4111.76,False
1833,2025-08-25,Brazil,CC-007,Training,Whiteboard b2c vortals,6540.32,True
524,2025-08-25,Mexico,CC-009,Consulting,Engineer vertical e-services,9716.52,True
477,2025-08-26,Peru,CC-006,IT,Disintermediate 24/7 eyeballs,4964.78,True
2445,2025-08-26,Mexico,CC-012,Travel,Transition frictionless channels,4661.28,False
657,2025-08-26,Peru,CC-005,IT,Utilize customized action-items,33610.88,True
1698,2025-08-26,Brazil,CC-012,Consulting,Iterate cross-platform synergies,3489.97,False
305,2025-08-26,Brazil,CC-014,Consulting,Exploit distributed e-services,9306.23,True
2296,2025-08-27,Chile,CC-014,Consulting,Redefine vertical models,2468.43,False
1658,2025-08-27,Peru,CC-013,Marketing,Implement viral solutions,8939.31,False
2133,2025-08-28,Colombia,CC-011,Infrastructure,Seize cross-platform systems,17109.33,False
1916,2025-08-28,Peru,CC-008,IT,Strategize rich metrics,27376.28,True
2342,2025-08-28,Peru,CC-009,IT,Re-contextualize scalable synergies,27591.59,True
2321,2025-08-28,Colombia,CC-013,Training,Utilize enterprise solutions,2914.98,False
301,2025-08-28,Argentina,CC-002,Marketing,Transition cross-media metrics,3747.13,True
658,2025-08-29,Chile,CC-005,Travel,Extend scalable functionalities,6960.37,True
1706,2025-08-29,Argentina,CC-015,Consulting,Mesh collaborative paradigms,7156.79,True
2140,2025-08-29,Peru,CC-014,Training,Transition real-time bandwidth,2827.03,True
1879,2025-08-30,Peru,CC-001,Training,Harness 24/7 e-services,8971.3,False
764,2025-08-30,Peru,CC-010,Travel,Drive plug-and-play e-business,9549.34,False
1189,2025-08-30,Brazil,CC-003,Travel,Implement virtual communities,5251.25,True
1728,2025-08-30,Argentina,CC-010,Training,E-enable wireless supply-chains,4964.04,True
1264,2025-08-30,Peru,CC-002,Infrastructure,Orchestrate next-generation e-markets,8576.96,False
119,2025-08-31,Chile,CC-003,Training,Transform dot-com bandwidth,1909.08,True
1654,2025-08-31,Peru,CC-004,Travel,E-enable wireless deliverables,5907.21,False
1798,2025-09-01,Chile,CC-006,Marketing,Embrace magnetic web services,6717.51,True
308,2025-09-01,Mexico,CC-015,Consulting,Transform e-business users,8521.83,True
674,2025-09-01,Peru,CC-011,Travel,Enhance rich platforms,8661.45,True
503,2025-09-01,Colombia,CC-015,Consulting,Strategize value-added bandwidth,8852.66,False
2089,2025-09-02,Peru,CC-006,Training,Strategize scalable channels,8186.85,False
663,2025-09-02,Mexico,CC-001,Infrastructure,Scale user-centric platforms,19187.21,True
2152,2025-09-02,Peru,CC-004,Travel,Matrix intuitive mindshare,3286.48,True
948,2025-09-03,Chile,CC-015,Training,Facilitate virtual convergence,1647.53,True
1689,2025-09-03,Colombia,CC-015,Infrastructure,Seize synergistic experiences,16739.74,True
1359,2025-09-04,Peru,CC-003,Consulting,Enable compelling technologies,6989.75,True
1374,2025-09-04,Chile,CC-015,IT,Optimize one-to-one networks,5665.77,True
1576,2025-09-05,Brazil,CC-002,Marketing,Grow sticky interfaces,2287.82,True
1366,2025-09-05,Mexico,CC-002,Consulting,Seize distributed supply-chains,7402.97,False
2020,2025-09-05,Peru,CC-001,Consulting,Optimize compelling synergies,1794.12,False
2053,2025-09-05,Peru,CC-015,Travel,Repurpose scalable channels,6927.98,False
65,2025-09-06,Colombia,CC-005,IT,Repurpose b2b technologies,26665.78,False
198,2025-09-07,Peru,CC-001,IT,Harness cutting-edge convergence,14754.75,False
376,2025-09-07,Chile,CC-006,Travel,Exploit efficient e-markets,8819.02,True
747,2025-09-07,Peru,CC-014,IT,Empower open-source niches,13295.39,True
1013,2025-09-07,Colombia,CC-009,IT,Enhance real-time info-mediaries,12089.7,True
957,2025-09-09,Colombia,CC-005,Marketing,Generate one-to-one users,5954.09,True
1942,2025-09-10,Mexico,CC-002,Travel,Synergize value-added paradigms,2382.11,True
2428,2025-09-10,Colombia,CC-013,Travel,Engage b2b methodologies,2208.92,True
30,2025-09-10,Colombia,CC-015,Travel,Transform cross-platform solutions,9593.58,True
2367,2025-09-11,Brazil,CC-004,IT,Extend proactive convergence,29108.35,False
1047,2025-09-11,Mexico,CC-012,Training,Iterate e-business web-readiness,7334.11,True
17,2025-09-11,Mexico,CC-008,Infrastructure,Deploy customized architectures,12578.76,False
1693,2025-09-11,Colombia,CC-015,Marketing,Evolve scalable content,7780.85,False
1538,2025-09-11,Argentina,CC-011,Marketing,Matrix transparent initiatives,3841.49,False
1507,2025-09-11,Mexico,CC-005,IT,Embrace compelling functionalities,27989.8,True
163,2025-09-12,Chile,CC-003,Travel,Streamline sticky vortals,7430.56,True
1237,2025-09-12,Argentina,CC-015,Marketing,Synthesize frictionless applications,7259.08,True
59,2025-09-12,Mexico,CC-009,Training,Extend global paradigms,2585.41,True
139,2025-09-13,Argentina,CC-001,Marketing,Repurpose customized mindshare,2151.27,True
1591,2025-09-13,Peru,CC-012,IT,Engineer value-added platforms,5480.88,True
2211,2025-09-13,Colombia,CC-008,Consulting,Iterate virtual systems,3747.31,True
1349,2025-09-14,Colombia,CC-006,Infrastructure,Empower leading-edge markets,36925.15,True
1614,2025-09-15,Chile,CC-006,Consulting,Enable magnetic e-markets,6219.11,True
1937,2025-09-15,Mexico,CC-008,Infrastructure,Whiteboard synergistic e-tailers,20448.8,False
9,2025-09-15,Chile,CC-013,Marketing,Evolve back-end interfaces,6512.79,True
2341,2025-09-16,Chile,CC-011,Infrastructure,Synthesize seamless bandwidth,5908.29,True
93,2025-09-16,Mexico,CC-010,Marketing,Deploy back-end web-readiness,1536.66,False
2210,2025-09-16,Brazil,CC-007,Infrastructure,Embrace enterprise platforms,31884.58,True
1800,2025-09-16,Mexico,CC-006,Infrastructure,Facilitate back-end content,4672.04,True
1875,2025-09-16,Mexico,CC-010,IT,Re-contextualize plug-and-play markets,26274.67,True
847,2025-09-16,Colombia,CC-014,IT,Scale extensible architectures,21015.75,False
1758,2025-09-17,Peru,CC-008,IT,Whiteboard enterprise e-markets,19984.93,True
1095,2025-09-17,Chile,CC-002,Consulting,Grow value-added infrastructures,8582.95,False
1675,2025-09-17,Argentina,CC-003,Travel,Harness user-centric users,9630.69,True
1442,2025-09-18,Argentina,CC-002,Travel,Visualize viral applications,8940.72,True
1437,2025-09-18,Chile,CC-010,Travel,Generate end-to-end methodologies,9787.51,True
1215,2025-09-18,Chile,CC-013,Travel,Whiteboard distributed schemas,4220.79,True
2049,2025-09-18,Colombia,CC-010,Consulting,Matrix enterprise schemas,3908.74,True
1377,2025-09-18,Peru,CC-008,Training,Productize ubiquitous e-business,1440.22,True
1567,2025-09-19,Mexico,CC-004,IT,Scale value-added e-markets,23890.9,True
2247,2025-09-19,Brazil,CC-015,Infrastructure,Harness compelling synergies,9388.6,True
2174,2025-09-19,Peru,CC-008,Training,Expedite enterprise systems,4880.54,True
2098,2025-09-20,Peru,CC-011,Consulting,Optimize rich solutions,9573.23,True
1109,2025-09-21,Colombia,CC-013,Training,Leverage vertical vortals,1673.66,False
2164,2025-09-21,Chile,CC-004,IT,Cultivate virtual systems,33172.23,True
2359,2025-09-21,Mexico,CC-012,Infrastructure,Seize cross-media mindshare,30367.29,False
813,2025-09-22,Argentina,CC-014,Consulting,Whiteboard granular action-items,3060.24,False
1385,2025-09-22,Peru,CC-010,Infrastructure,Seize compelling e-tailers,10020.35,True
1852,2025-09-23,Peru,CC-015,IT,Utilize granular e-markets,4517.92,False
1972,2025-09-23,Argentina,CC-009,IT,Integrate real-time partnerships,14106.48,True
1686,2025-09-23,Brazil,CC-006,Training,Productize value-added synergies,1717.02,True
1213,2025-09-23,Argentina,CC-013,Infrastructure,Unleash synergistic vortals,16836.09,True
1027,2025-09-23,Argentina,CC-009,Travel,Engineer open-source niches,1345.75,False
1045,2025-09-23,Peru,CC-012,IT,Empower strategic e-markets,19237.63,True
2471,2025-09-23,Chile,CC-007,Consulting,Aggregate intuitive functionalities,3066.18,False
2355,2025-09-23,Chile,CC-007,Infrastructure,Mesh next-generation networks,19396.89,True
1173,2025-09-23,Mexico,CC-014,Travel,Innovate front-end initiatives,7661.84,True
123,2025-09-23,Mexico,CC-006,Consulting,Maximize virtual supply-chains,5397.42,True
1322,2025-09-24,Argentina,CC-015,Travel,Transform efficient bandwidth,3940.12,True
1321,2025-09-24,Argentina,CC-010,Infrastructure,Harness web-enabled markets,31032.09,True
1006,2025-09-24,Colombia,CC-015,Consulting,Matrix sticky supply-chains,9277.54,True
15,2025-09-24,Argentina,CC-011,Marketing,Generate magnetic platforms,4326.38,True
1326,2025-09-25,Mexico,CC-014,Marketing,Disintermediate out-of-the-box deliverables,3949.48,True
107,2025-09-25,Argentina,CC-008,Travel,Productize back-end communities,1606.68,True
1141,2025-09-25,Colombia,CC-001,Consulting,Mesh web-enabled eyeballs,3375.03,True
290,2025-09-25,Chile,CC-003,Travel,Enable leading-edge paradigms,2796.37,False
1707,2025-09-25,Brazil,CC-011,Marketing,Monetize global vortals,7195.55,True
2394,2025-09-26,Peru,CC-014,Training,Extend real-time models,8101.68,True
1817,2025-09-26,Argentina,CC-015,Training,Seize interactive info-mediaries,4911.46,True
1961,2025-09-26,Chile,CC-003,IT,Cultivate front-end roi,23557.78,True
1851,2025-09-26,Brazil,CC-014,Travel,Streamline distributed methodologies,8351.26,True
1649,2025-09-26,Mexico,CC-004,Consulting,Seize killer models,5378.72,True
1090,2025-09-27,Argentina,CC-007,Training,Incentivize interactive models,5003.53,True
669,2025-09-27,Colombia,CC-011,Marketing,Synthesize cross-media mindshare,7557.4,True
1271,2025-09-27,Argentina,CC-013,IT,Expedite turn-key niches,4616.59,True
1550,2025-09-27,Mexico,CC-014,IT,Redefine compelling schemas,22442.51,True
117,2025-09-27,Mexico,CC-005,Consulting,Whiteboard seamless e-business,6715.39,False
1354,2025-09-27,Peru,CC-007,Marketing,Visualize innovative bandwidth,7463.61,False
1258,2025-09-28,Chile,CC-005,Consulting,E-enable innovative paradigms,2665.08,True
1129,2025-09-28,Chile,CC-013,Infrastructure,Streamline front-end e-business,29016.59,True
266,2025-09-28,Brazil,CC-003,IT,Engage magnetic experiences,13257.13,False
1769,2025-09-28,Colombia,CC-013,Marketing,Syndicate dot-com bandwidth,9944.23,True
1228,2025-09-28,Colombia,CC-001,Consulting,Enable out-of-the-box roi,7750.64,True
572,2025-09-29,Peru,CC-002,Consulting,Enable mission-critical web-readiness,3986.77,True
826,2025-09-30,Peru,CC-014,Consulting,Synergize interactive deliverables,5716.87,True
464,2025-09-30,Argentina,CC-009,Travel,Embrace extensible functionalities,7094.54,True
2350,2025-09-30,Colombia,CC-006,IT,Leverage strategic supply-chains,25627.14,True
746,2025-10-01,Mexico,CC-002,IT,Facilitate holistic eyeballs,36641.34,True
919,2025-10-02,Colombia,CC-001,Travel,Expedite vertical synergies,5867.21,False
199,2025-10-02,Brazil,CC-015,IT,Incubate vertical interfaces,37244.49,True
1216,2025-10-02,Chile,CC-006,Consulting,Synergize web-enabled e-services,5346.47,True
2195,2025-10-02,Brazil,CC-012,Travel,Reinvent collaborative channels,4277.55,True
1344,2025-10-02,Chile,CC-001,Consulting,Innovate customized paradigms,6875.9,True
1535,2025-10-02,Argentina,CC-005,IT,Deliver bleeding-edge e-tailers,31965.36,False
1226,2025-10-05,Argentina,CC-008,IT,Matrix dynamic platforms,21021.48,True
1928,2025-10-05,Brazil,CC-003,IT,Streamline impactful channels,33629.86,True
885,2025-10-05,Brazil,CC-003,IT,Whiteboard mission-critical vortals,26390.72,True
1931,2025-10-05,Mexico,CC-009,Training,Mesh frictionless e-tailers,2864.1,True
2363,2025-10-06,Brazil,CC-015,IT,Morph scalable initiatives,34084.54,True
798,2025-10-06,Argentina,CC-010,Infrastructure,Brand intuitive channels,9379.98,True
1775,2025-10-06,Mexico,CC-002,Consulting,Transition visionary technologies,7646.46,True
1432,2025-10-06,Colombia,CC-012,Training,Engineer leading-edge networks,1603.05,True
2345,2025-10-06,Chile,CC-009,Consulting,Generate impactful methodologies,5322.7,False
913,2025-10-07,Brazil,CC-014,IT,Incentivize efficient synergies,20749.93,False
2478,2025-10-07,Argentina,CC-005,Travel,Aggregate best-of-breed interfaces,5882.76,True
1843,2025-10-07,Colombia,CC-007,Training,Incubate best-of-breed convergence,7821.03,True
2463,2025-10-07,Chile,CC-003,Infrastructure,Cultivate front-end eyeballs,19482.72,True
351,2025-10-08,Colombia,CC-004,Travel,Generate turn-key applications,9528.44,False
656,2025-10-08,Colombia,CC-007,Consulting,Optimize innovative technologies,1205.95,True
1037,2025-10-08,Mexico,CC-001,Training,Unleash dot-com schemas,2236.89,False
16,2025-10-08,Peru,CC-010,Infrastructure,Engineer ubiquitous methodologies,25885.17,True
184,2025-10-08,Mexico,CC-012,Travel,Innovate scalable metrics,9026.92,True
546,2025-10-08,Chile,CC-011,Travel,Incubate compelling technologies,6636.95,False
422,2025-10-09,Colombia,CC-009,IT,Facilitate frictionless functionalities,29601.94,True
618,2025-10-09,Mexico,CC-010,Consulting,Disintermediate out-of-the-box communities,6579.51,True
1207,2025-10-10,Argentina,CC-007,Travel,Integrate out-of-the-box e-business,3543.06,True
1612,2025-10-11,Peru,CC-015,Consulting,Evolve open-source interfaces,6198.83,False
1922,2025-10-11,Argentina,CC-006,Marketing,Leverage dynamic interfaces,7525.76,True
1247,2025-10-11,Argentina,CC-003,Consulting,Repurpose real-time initiatives,5524.72,True
329,2025-10-11,Chile,CC-013,Infrastructure,Leverage scalable solutions,24230.23,True
696,2025-10-12,Mexico,CC-005,IT,Embrace distributed e-markets,16633.7,True
2460,2025-10-12,Brazil,CC-001,Consulting,Transition global action-items,1730.35,True
1864,2025-10-12,Colombia,CC-015,Training,Brand bricks-and-clicks vortals,1914.11,True
993,2025-10-13,Mexico,CC-010,Travel,Exploit bleeding-edge models,2746.78,True
1503,2025-10-13,Peru,CC-008,Infrastructure,Transform virtual experiences,30465.2,False
615,2025-10-13,Peru,CC-013,Travel,Re-intermediate turn-key eyeballs,6280.66,True
1025,2025-10-14,Argentina,CC-015,Infrastructure,Reinvent turn-key web services,27124.51,False
1495,2025-10-14,Colombia,CC-011,Training,Disintermediate holistic e-services,4439.68,True
1441,2025-10-15,Argentina,CC-002,Training,Monetize innovative architectures,1558.15,False
1906,2025-10-15,Chile,CC-011,Training,Innovate ubiquitous roi,5035.46,True
1939,2025-10-15,Argentina,CC-008,IT,Incubate clicks-and-mortar applications,34031.19,True
1532,2025-10-15,Brazil,CC-002,Training,E-enable customized e-commerce,7853.8,True
1066,2025-10-15,Mexico,CC-005,Travel,Maximize scalable networks,5441.34,True
1792,2025-10-16,Argentina,CC-009,Marketing,Embrace front-end deliverables,1941.67,True
1955,2025-10-16,Peru,CC-003,Training,Mesh cross-platform e-tailers,9905.62,False
791,2025-10-16,Brazil,CC-009,Infrastructure,Optimize rich e-services,15845.12,False
1493,2025-10-17,Chile,CC-009,Marketing,Implement holistic markets,5181.21,True
828,2025-10-18,Argentina,CC-005,Marketing,Seize viral partnerships,6553.43,True
2284,2025-10-18,Brazil,CC-003,IT,Deliver intuitive vortals,30166.87,True
2237,2025-10-18,Brazil,CC-015,Consulting,Deploy sticky bandwidth,4887.24,True
39,2025-10-18,Mexico,CC-012,Infrastructure,Transform compelling channels,27265.63,True
975,2025-10-18,Mexico,CC-003,Marketing,Synergize virtual e-services,9649.18,True
1433,2025-10-19,Brazil,CC-015,IT,Streamline seamless paradigms,25377.83,True
276,2025-10-19,Colombia,CC-007,Consulting,Disintermediate best-of-breed communities,9015.2,True
449,2025-10-19,Colombia,CC-009,Infrastructure,Innovate bleeding-edge supply-chains,11228.43,False
2208,2025-10-19,Argentina,CC-013,Travel,Deploy clicks-and-mortar web-readiness,9627.57,True
753,2025-10-21,Mexico,CC-001,Marketing,Incentivize cross-media models,2744.9,True
147,2025-10-21,Mexico,CC-008,Training,Innovate web-enabled action-items,8016.84,False
1838,2025-10-21,Colombia,CC-010,Infrastructure,Integrate bleeding-edge communities,10083.3,True
1699,2025-10-22,Colombia,CC-015,Travel,Redefine one-to-one eyeballs,9957.78,False
346,2025-10-22,Colombia,CC-009,Marketing,Strategize compelling systems,8047.49,False
832,2025-10-22,Mexico,CC-005,Infrastructure,Leverage dynamic markets,24094.49,True
207,2025-10-22,Argentina,CC-006,Consulting,Implement holistic relationships,5939.51,True
525,2025-10-23,Colombia,CC-006,IT,Harness dot-com networks,12914.86,True
904,2025-10-23,Brazil,CC-002,Consulting,Redefine integrated methodologies,5134.2,False
211,2025-10-23,Colombia,CC-011,Infrastructure,Unleash bricks-and-clicks convergence,30648.99,True
857,2025-10-23,Mexico,CC-001,IT,Empower viral initiatives,5091.23,True
67,2025-10-23,Brazil,CC-005,Training,Incubate revolutionary web-readiness,3075.76,True
1172,2025-10-23,Chile,CC-010,Infrastructure,Aggregate real-time partnerships,6423.9,True
2456,2025-10-24,Mexico,CC-005,Consulting,Harness collaborative action-items,7019.17,True
2472,2025-10-24,Mexico,CC-005,Marketing,Iterate strategic relationships,1667.78,True
1259,2025-10-25,Peru,CC-008,Training,Streamline killer platforms,9152.35,False
1569,2025-10-25,Mexico,CC-014,Marketing,Re-contextualize plug-and-play niches,4299.39,True
775,2025-10-26,Chile,CC-002,Travel,Cultivate magnetic e-commerce,4004.71,True
51,2025-10-26,Colombia,CC-004,IT,Grow mission-critical metrics,13691.99,True
2115,2025-10-26,Colombia,CC-007,Marketing,Matrix viral e-markets,7396.44,True
869,2025-10-27,Brazil,CC-008,Infrastructure,Facilitate visionary markets,8321.06,False
1768,2025-10-27,Brazil,CC-009,Training,Redefine strategic models,3194.87,True
215,2025-10-28,Brazil,CC-005,Consulting,E-enable compelling initiatives,8077.42,True
971,2025-10-28,Chile,CC-013,Training,Seize end-to-end convergence,2133.99,True
128,2025-10-28,Mexico,CC-007,Training,Evolve synergistic eyeballs,1437.3,True
984,2025-10-28,Peru,CC-004,Travel,Transition cutting-edge supply-chains,3406.05,False
368,2025-10-28,Chile,CC-011,IT,Whiteboard granular deliverables,28687.05,True
759,2025-10-28,Peru,CC-002,Infrastructure,Synergize synergistic mindshare,17554.65,True
2365,2025-10-29,Chile,CC-008,Training,Streamline visionary e-services,7556.12,True
1137,2025-10-29,Chile,CC-001,Consulting,Extend front-end functionalities,7333.03,True
